Time,Major Accuracy,Major Groundtruth,Minor Accuracy,Minor Groundtruth
3534,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 86}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3535,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 87}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3536,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 88}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3537,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 89}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3538,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 90}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3539,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 91}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3540,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 92}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3541,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 93}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3542,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 94}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3543,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 95}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3544,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 96}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3545,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 97}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3608,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 98}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3609,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 99}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3610,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 100}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3611,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 101}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3612,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 102}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3613,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 103}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3614,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 104}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3615,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 105}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3616,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 106}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3679,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 107}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3680,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 108}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3681,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 109}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3682,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 110}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3683,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 111}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3684,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 112}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3685,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 113}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3889,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 114}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3890,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 115}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3891,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 116}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3892,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 117}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3893,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 118}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3894,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 119}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3895,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 120}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3896,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 121}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3897,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 122}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3898,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 123}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3899,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 124}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3982,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 125}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3983,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 126}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3984,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 127}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3985,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 128}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3986,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 129}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3987,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 130}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
3988,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 131}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4071,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 132}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4072,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 133}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4073,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 134}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4074,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 135}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4075,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 136}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4076,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 137}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4077,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 138}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4078,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 139}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4079,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 140}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4080,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 141}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4081,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 142}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4082,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 143}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4083,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 144}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4084,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 145}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4085,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 146}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4086,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 147}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4087,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 148}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4088,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 149}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4089,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 150}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4090,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 151}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4091,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 152}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4092,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 153}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
4093,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}",0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0}"
