50.0,28.0,29.0,68.0,121.0,133.0,148.0,156.0,169.0,182.0,230.0,246.0,313.0,319.0,369.0,400.0,463.0
Time,Coflow id,Major Accuracy,Major Groundtruth,Minor Accuracy,Minor Groundtruth
21901,246.0,1.0,"{28.0: 0, 68.0: 0, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 5}",0.8,"{68.0: 0, 133.0: 0, 146.0: 1, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 4}"
21920,246.0,1.0,"{28.0: 0, 68.0: 0, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 6}",0.0,"{68.0: 0, 133.0: 0, 146.0: 1, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 4}"
22654,246.0,1.0,"{28.0: 0, 68.0: 0, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 7}",0.8,"{68.0: 0, 133.0: 0, 146.0: 1, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 4}"
23097,313.0,1.0,"{28.0: 0, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 1}",0,"{68.0: 0, 133.0: 0, 146.0: 0, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0}"
23113,313.0,1.0,"{28.0: 0, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 2}",0,"{68.0: 0, 133.0: 0, 146.0: 0, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0}"
23114,313.0,1.0,"{28.0: 0, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 3}",0,"{68.0: 0, 133.0: 0, 146.0: 0, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0}"
23371,319.0,1.0,"{28.0: 0, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 1}",0,"{68.0: 0, 133.0: 0, 146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0}"
23416,313.0,1.0,"{28.0: 0, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 4, 319.0: 0}",0,"{68.0: 0, 133.0: 0, 146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0}"
23581,313.0,1.0,"{28.0: 0, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 5, 319.0: 0}",0,"{68.0: 0, 133.0: 0, 146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0}"
24960,313.0,1.0,"{28.0: 0, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 6, 319.0: 0}",1.0,"{68.0: 0, 133.0: 0, 146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 9}"
24989,313.0,1.0,"{28.0: 0, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 7, 319.0: 0}",1.0,"{68.0: 0, 133.0: 0, 146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 9}"
26671,400.0,1.0,"{28.0: 0, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 0, 400.0: 1}",0,"{133.0: 0, 146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0}"
26869,400.0,0.5,"{28.0: 1, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 0, 400.0: 1}",0,"{133.0: 0, 146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0}"
27122,400.0,0.6666666666666666,"{28.0: 2, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 0, 400.0: 1}",0,"{133.0: 0, 146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0}"
27478,400.0,0.5,"{28.0: 2, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 0, 400.0: 2}",0,"{133.0: 0, 146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0}"
27571,400.0,0.6,"{28.0: 2, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 0, 400.0: 3}",0,"{133.0: 0, 146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0}"
27658,400.0,0.6666666666666666,"{28.0: 2, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 0, 400.0: 4}",0,"{133.0: 0, 146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0}"
27887,400.0,0.7142857142857143,"{28.0: 2, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 0, 400.0: 5}",0,"{133.0: 0, 146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0}"
28202,400.0,0.125,"{28.0: 2, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 1, 400.0: 5}",0,"{133.0: 0, 146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0, 369.0: 0}"
28291,400.0,0.2222222222222222,"{28.0: 2, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 2, 400.0: 5}",0,"{133.0: 0, 146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0, 369.0: 0}"
28326,400.0,0.6,"{28.0: 2, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 2, 400.0: 6}",0,"{133.0: 0, 146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0, 369.0: 0}"
28370,400.0,0.6363636363636364,"{28.0: 2, 148.0: 0, 156.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 2, 400.0: 7}",0,"{133.0: 0, 146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0, 369.0: 0}"
28490,400.0,0.25,"{28.0: 3, 148.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 2, 400.0: 7}",0,"{146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0, 369.0: 0}"
28513,400.0,0.6153846153846154,"{28.0: 3, 148.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 2, 400.0: 8}",0,"{146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0, 369.0: 0}"
28615,400.0,0.6428571428571429,"{28.0: 3, 148.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 2, 400.0: 9}",0,"{146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0, 369.0: 0}"
28651,400.0,0.6666666666666666,"{28.0: 3, 148.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 2, 400.0: 10}",0,"{146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0, 369.0: 0}"
28721,400.0,0.6875,"{28.0: 3, 148.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 2, 400.0: 11}",0,"{146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0, 369.0: 0}"
28985,400.0,0.7058823529411765,"{28.0: 3, 148.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 2, 400.0: 12}",0,"{146.0: 0, 182.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0, 369.0: 0}"
29053,400.0,0.7222222222222222,"{28.0: 3, 148.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 2, 400.0: 13}",0,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0, 369.0: 0}"
29064,400.0,0.7368421052631579,"{28.0: 3, 148.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 2, 400.0: 14}",0,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0, 369.0: 0}"
29072,400.0,0.2,"{28.0: 4, 148.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 2, 400.0: 14}",0,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0, 369.0: 0}"
29077,400.0,0.7142857142857143,"{28.0: 4, 148.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 2, 400.0: 15}",0,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0, 369.0: 0}"
29087,400.0,0.7272727272727273,"{28.0: 4, 148.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 2, 400.0: 16}",0,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0, 369.0: 0}"
29132,400.0,0.7391304347826086,"{28.0: 4, 148.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 2, 400.0: 17}",0,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0, 369.0: 0}"
29181,400.0,0.75,"{28.0: 4, 148.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 2, 400.0: 18}",0,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0, 369.0: 0}"
29361,400.0,0.76,"{28.0: 4, 148.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 2, 400.0: 19}",0,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 0, 366.0: 0, 369.0: 0}"
29479,400.0,0.7692307692307693,"{28.0: 4, 148.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 2, 400.0: 20}",0,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 1, 366.0: 0, 369.0: 0}"
29519,400.0,0.1111111111111111,"{28.0: 4, 148.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 3, 400.0: 20}",0,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 1, 366.0: 0, 369.0: 1}"
29554,400.0,0.14285714285714285,"{28.0: 4, 148.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 20}",0.5,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 1, 366.0: 0, 369.0: 1, 400.0: 2}"
29877,400.0,0.1724137931034483,"{28.0: 5, 148.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 20}",0.6,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 1, 366.0: 0, 369.0: 1, 400.0: 3}"
30067,400.0,0.7,"{28.0: 5, 148.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 21}",0.5714285714285714,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 4}"
30287,400.0,0.03225806451612903,"{28.0: 5, 148.0: 1, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 21}",0.0,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 5}"
30311,400.0,0.1875,"{28.0: 6, 148.0: 1, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 21}",0.6666666666666666,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 6}"
30353,400.0,0.06060606060606061,"{28.0: 6, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 21}",0.0,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 6}"
30548,400.0,0.6470588235294118,"{28.0: 6, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 22}",0.6666666666666666,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 6}"
30580,400.0,0.6571428571428571,"{28.0: 6, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 23}",0.6666666666666666,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 6}"
30625,400.0,0.19444444444444445,"{28.0: 7, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 23}",0.6666666666666666,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 6}"
30633,400.0,0.6486486486486487,"{28.0: 7, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 24}",0.6666666666666666,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 6}"
30672,400.0,0.6578947368421053,"{28.0: 7, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 25}",0.0,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 6}"
30677,400.0,0.6666666666666666,"{28.0: 7, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 26}",0.6666666666666666,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 6}"
30682,400.0,0.675,"{28.0: 7, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 27}",0.1111111111111111,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 6}"
30685,400.0,0.6829268292682927,"{28.0: 7, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 28}",0.6666666666666666,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 6}"
30766,400.0,0.6904761904761905,"{28.0: 7, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 29}",0.7,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 7}"
30789,400.0,0.6976744186046512,"{28.0: 7, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 30}",0.7,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 7}"
30853,400.0,0.18181818181818182,"{28.0: 8, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 30}",0.7,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 7}"
30869,400.0,0.6888888888888889,"{28.0: 8, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 31}",0.7,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 7}"
30936,400.0,0.6956521739130435,"{28.0: 8, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 32}",0.7,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 7}"
30938,400.0,0.7021276595744681,"{28.0: 8, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 33}",0.7,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 7}"
30942,400.0,0.1875,"{28.0: 9, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 4, 400.0: 33}",0.7,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 7}"
30957,400.0,0.10204081632653061,"{28.0: 9, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 5, 400.0: 33}",0.7,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 1, 400.0: 7}"
31055,400.0,0.68,"{28.0: 9, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 5, 400.0: 34}",0.6363636363636364,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 2, 400.0: 7}"
31066,400.0,0.6862745098039216,"{28.0: 9, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 5, 400.0: 35}",0.6666666666666666,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 2, 400.0: 8}"
31114,400.0,0.19230769230769232,"{28.0: 10, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 5, 400.0: 35}",0.6666666666666666,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 2, 400.0: 8}"
31126,400.0,0.6792452830188679,"{28.0: 10, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 5, 400.0: 36}",0.6666666666666666,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 2, 366.0: 0, 369.0: 2, 400.0: 8}"
31157,400.0,0.6851851851851852,"{28.0: 10, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 5, 400.0: 37}",0.6153846153846154,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 2, 400.0: 8}"
31191,400.0,0.6909090909090909,"{28.0: 10, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 5, 400.0: 38}",0.6153846153846154,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 2, 400.0: 8}"
31270,400.0,0.6964285714285714,"{28.0: 10, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 5, 400.0: 39}",0.6428571428571429,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 2, 400.0: 9}"
31336,400.0,0.7017543859649122,"{28.0: 10, 148.0: 2, 230.0: 0, 246.0: 0, 313.0: 0, 319.0: 5, 400.0: 40}",0.2,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 2, 400.0: 10}"
31403,400.0,0.7068965517241379,"{28.0: 10, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 5, 400.0: 41}",0.6875,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 2, 400.0: 11}"
31428,400.0,0.1016949152542373,"{28.0: 10, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 6, 400.0: 41}",0.6875,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 2, 400.0: 11}"
31452,400.0,0.7,"{28.0: 10, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 6, 400.0: 42}",0.6875,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 2, 400.0: 11}"
31458,400.0,0.18032786885245902,"{28.0: 11, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 6, 400.0: 42}",0.7058823529411765,"{146.0: 0, 230.0: 0, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 2, 400.0: 12}"
31636,400.0,0.6935483870967742,"{28.0: 11, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 6, 400.0: 43}",0.65,"{146.0: 1, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 13}"
31644,400.0,0.1111111111111111,"{28.0: 11, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 7, 400.0: 43}",0.65,"{146.0: 1, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 13}"
31656,400.0,0.125,"{28.0: 11, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 43}",0.65,"{146.0: 1, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 13}"
31659,400.0,0.676923076923077,"{28.0: 11, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 44}",0.65,"{146.0: 1, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 13}"
31679,400.0,0.6818181818181818,"{28.0: 11, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 45}",0.15,"{146.0: 1, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 13}"
31685,400.0,0.6865671641791045,"{28.0: 11, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 46}",0.65,"{146.0: 1, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 13}"
31721,400.0,0.6911764705882353,"{28.0: 11, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 47}",0.6666666666666666,"{146.0: 1, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 14}"
31790,400.0,0.17391304347826086,"{28.0: 12, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 47}",0.7083333333333334,"{146.0: 1, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 17}"
31804,400.0,0.6857142857142857,"{28.0: 12, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 48}",0.7083333333333334,"{146.0: 1, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 17}"
31884,400.0,0.6901408450704225,"{28.0: 12, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 49}",0.07692307692307693,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 18}"
31894,400.0,0.6944444444444444,"{28.0: 12, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 50}",0.6923076923076923,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 18}"
31927,400.0,0.6986301369863014,"{28.0: 12, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 51}",0.11538461538461539,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 18}"
31971,400.0,0.7027027027027027,"{28.0: 12, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 52}",0.7037037037037037,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 19}"
31989,400.0,0.7066666666666667,"{28.0: 12, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 53}",0.7142857142857143,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 20}"
32027,400.0,0.7105263157894737,"{28.0: 12, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 54}",0.7241379310344828,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 21}"
32053,400.0,0.7142857142857143,"{28.0: 12, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 55}",0.7241379310344828,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 21}"
32130,400.0,0.717948717948718,"{28.0: 12, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 56}",0.7419354838709677,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 23}"
32147,400.0,0.7215189873417721,"{28.0: 12, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 57}",0.0967741935483871,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 23}"
32179,400.0,0.725,"{28.0: 12, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 58}",0.0967741935483871,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 23}"
32216,400.0,0.7283950617283951,"{28.0: 12, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 59}",0.7419354838709677,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 23}"
32221,400.0,0.7317073170731707,"{28.0: 12, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 60}",0.7419354838709677,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 23}"
32304,400.0,0.7349397590361446,"{28.0: 12, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 61}",0.09090909090909091,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 25}"
32314,400.0,0.7380952380952381,"{28.0: 12, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 62}",0.7575757575757576,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 25}"
32346,400.0,0.7411764705882353,"{28.0: 12, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 63}",0.7575757575757576,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 25}"
32371,400.0,0.1511627906976744,"{28.0: 13, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 63}",0.7575757575757576,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 25}"
32402,400.0,0.735632183908046,"{28.0: 13, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 64}",0.7647058823529411,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 3, 366.0: 0, 369.0: 3, 400.0: 26}"
